label,short,shortDomain,shortRange,description
touristic site,dbo:touristicSite,dbo:PopulatedPlace,dbo:Place,touristic site
TradeMark,dbo:tradeMark,,,trademark
trainer,dbo:trainer,dbo:Athlete,dbo:Person,trainer
trainer club,dbo:trainerClub,dbo:SoccerPlayer,dbo:SportsTeam,trainer club
training,dbo:training,dbo:Artist,dbo:EducationalInstitution,training
translator,dbo:translator,dbo:Work,dbo:Person,"translator, translator(s), if original not in english"
treatment,dbo:treatment,dbo:Disease,,treatment
tree,dbo:tree,dbo:Place,dbo:Species,tree
tribus,dbo:tribus,dbo:Species,dbo:Species,tribus
trustee,dbo:trustee,dbo:Organisation,dbo:Person,trustee
tvShow,dbo:tvShow,dbo:Person,dbo:TelevisionShow,tvshow
twin country,dbo:twinCountry,dbo:Country,dbo:Country,twin country
twin city,dbo:twinTown,dbo:Settlement,dbo:Settlement,twin city
type,dbo:type,,,type
type of electrification,dbo:typeOfElectrification,dbo:RouteOfTransportation,,"type of electrification, electrification system (e.g. third rail, overhead catenary)."
unique reference number (URN),dbo:uRN,dbo:School,,"unique reference number (urn), dfe unique reference number of a school in england or wales"
uncle,dbo:uncle,dbo:Man,dbo:Person,uncle
unesco,dbo:unesco,dbo:Place,dbo:PopulatedPlace,unesco
unitary authority,dbo:unitaryAuthority,dbo:PopulatedPlace,dbo:PopulatedPlace,unitary authority
university,dbo:university,,dbo:EducationalInstitution,"university, university a person goes or went to."
used in war,dbo:usedInWar,dbo:Weapon,dbo:MilitaryConflict,"used in war, wars that were typical for the usage of a weapon"
uses,dbo:uses,,,uses
using country,dbo:usingCountry,dbo:Currency,dbo:Country,using country
usopen wins,dbo:usopenWins,dbo:Person,http://www.w3.org/2004/02/skos/core#Concept,usopen wins
usurper,dbo:usurper,dbo:Person,dbo:Person,usurper
vaccination,dbo:vaccination,dbo:Disease,dbo:Vaccine,vaccination
variant or variation,dbo:variantOf,,,"variant or variation, variant or variation of something, for example the variant of a car"
varietals,dbo:varietals,dbo:WineRegion,,varietals
vehicle,dbo:vehicle,,dbo:Automobile,"vehicle, vehicle that uses a specific automobile platform"
vehicle types in fleet,dbo:vehiclesInFleet,dbo:PublicTransitSystem,dbo:MeanOfTransportation,"vehicle types in fleet, points out means of transport contained in the companies vehicle fleet."
vein,dbo:vein,dbo:AnatomicalStructure,dbo:Vein,vein
venerated in,dbo:veneratedIn,dbo:Saint,dbo:Organisation,venerated in
version,dbo:version,dbo:MeanOfTransportation,,version
vice chancellor,dbo:viceChancellor,,dbo:Person,vice chancellor
vice leader,dbo:viceLeader,dbo:PopulatedPlace,dbo:Person,vice leader
vice leader party,dbo:viceLeaderParty,dbo:PopulatedPlace,dbo:PoliticalParty,vice leader party
vice prime minister,dbo:vicePrimeMinister,,dbo:Person,vice prime minister
vice principal,dbo:vicePrincipal,dbo:School,dbo:Person,vice principal
vice principal label,dbo:vicePrincipalLabel,dbo:School,,vice principal label
victim (resource),dbo:victim,,,"victim (resource), specific (eg notable) person, or specific class of people (eg romani) that are victim of a concentrationcamp, criminal, serialkiller, or some other atrocity"
voice,dbo:voice,,dbo:Person,"voice, voice artist used in a televisionshow, movie, or to sound the voice of a fictionalcharacter"
voice type,dbo:voiceType,dbo:Artist,,"voice type, voice type of a singer or an actor"
volumes,dbo:volumes,dbo:MultiVolumePublication,dbo:WrittenWork,volumes
train carriage,dbo:wagon,dbo:Train,dbo:TrainCarriage,train carriage
waterway through tunnel,dbo:waterwayThroughTunnel,dbo:WaterwayTunnel,,"waterway through tunnel, waterway that goes through the tunnel."
weapon,dbo:weapon,"dbo:MilitaryConflict_,_Attack",dbo:Weapon,weapon
webcast,dbo:webcast,,,"webcast, the url to the webcast of the thing."
west place,dbo:westPlace,dbo:Place,dbo:Place,"west place, indicates another place situated west."
wha draft team,dbo:whaDraftTeam,dbo:IceHockeyPlayer,dbo:HockeyTeam,wha draft team
whole area,dbo:wholeArea,dbo:Place,dbo:Area,whole area
Wikipage disambiguates,dbo:wikiPageDisambiguates,,,"wikipage disambiguates, reserved for dbpedia."
Link to the Wikipage edit URL,dbo:wikiPageEditLink,,,"link to the wikipage edit url, reserved for dbpedia."
Link from a Wikipage to an external page,dbo:wikiPageExternalLink,,,"link from a wikipage to an external page, reserved for dbpedia."
Link to the Wikipage history URL,dbo:wikiPageHistoryLink,,,"link to the wikipage history url, reserved for dbpedia."
Link from a Wikipage to a Wikipage in a different language about the same or a related subject.,dbo:wikiPageInterLanguageLink,,,"link from a wikipage to a wikipage in a different language about the same or a related subject., reserved for dbpedia."
Wikipage redirect,dbo:wikiPageRedirects,,,"wikipage redirect, reserved for dbpedia."
Link to the Wikipage revision URL,dbo:wikiPageRevisionLink,,,"link to the wikipage revision url, reserved for dbpedia."
wiki page uses template,dbo:wikiPageUsesTemplate,,dbo:WikimediaTemplate,"wiki page uses template, do not use this property! for internal use only."
Link from a Wikipage to another Wikipage,dbo:wikiPageWikiLink,,,"link from a wikipage to another wikipage, reserved for dbpedia."
Text used to link from a Wikipage to another Wikipage,dbo:wikiPageWikiLinkText,,,"text used to link from a wikipage to another wikipage, reserved for dbpedia."
Wikidata IRI slit,dbo:wikidataSplitIri,,,"wikidata iri slit, is used to denote splitting of a wikidata iri to one or more iris"
wilaya,dbo:wilaya,dbo:Settlement,dbo:Place,wilaya
wine produced,dbo:wineProduced,dbo:WineRegion,,wine produced
wine region,dbo:wineRegion,dbo:Grape,dbo:WineRegion,wine region
wins at ALPG,dbo:winsAtAlpg,dbo:GolfPlayer,,wins at alpg
wins at ASIA,dbo:winsAtAsia,dbo:GolfPlayer,,wins at asia
wins at AUS,dbo:winsAtAus,dbo:GolfPlayer,,wins at aus
wins at challenges,dbo:winsAtChallenges,dbo:GolfPlayer,,wins at challenges
wins at championships,dbo:winsAtChampionships,dbo:GolfPlayer,,wins at championships
wins at JLPGA,dbo:winsAtJLPGA,dbo:GolfPlayer,,wins at jlpga
wins at japan,dbo:winsAtJapan,dbo:GolfPlayer,,wins at japan
wins at KLPGA,dbo:winsAtKLPGA,dbo:GolfPlayer,,wins at klpga
wins at LAGT,dbo:winsAtLAGT,dbo:GolfPlayer,,wins at lagt
wins at LET,dbo:winsAtLET,dbo:GolfPlayer,,wins at let
wins at LPGA,dbo:winsAtLPGA,dbo:GolfPlayer,,wins at lpga
wins at majors,dbo:winsAtMajors,dbo:GolfPlayer,,wins at majors
wins at NWIDE,dbo:winsAtNWIDE,dbo:GolfPlayer,,wins at nwide
wins at other tournaments,dbo:winsAtOtherTournaments,dbo:GolfPlayer,,wins at other tournaments
wins at pga,dbo:winsAtPGA,dbo:GolfPlayer,,wins at pga
wins at pro tournaments,dbo:winsAtProTournaments,dbo:GolfPlayer,,wins at pro tournaments
wins at Senior Euro,dbo:winsAtSenEuro,dbo:GolfPlayer,,wins at senior euro
wins at sun,dbo:winsAtSun,dbo:GolfPlayer,,wins at sun
wins in Europe,dbo:winsInEurope,dbo:GolfPlayer,,wins in europe
winter appearances,dbo:winterAppearances,dbo:OlympicResult,dbo:OlympicResult,winter appearances
WoRMS,dbo:woRMS,dbo:Species,,"worms, world register of marine species"
world,dbo:world,dbo:Person,http://www.w3.org/2004/02/skos/core#Concept,world
world tournament,dbo:worldTournament,dbo:Person,dbo:Tournament,world tournament
auteur,dbo:writer,dbo:Work,dbo:Person,auteur
youth club,dbo:youthClub,dbo:Athlete,dbo:SportsTeam,youth club
youth wing,dbo:youthWing,dbo:PoliticalParty,,youth wing
zodiac sign,dbo:zodiacSign,,,"zodiac sign, zodiac sign. applies to persons, planets, etc"
